frame_centrale,label,epaule_f,coude_f,hanche_f,genou_f,cheville_f,epaule_nf,coude_nf,hanche_nf,genou_nf,cheville_nf,v_ang_cuisse,v_ang_jambe,v_lin_hanche,v_lin_genou,v_lin_orteil,dist_pied_ballon
5,unknown,58.319141413058375,160.1314635851267,30.798108191189574,10.619739166765285,81.89064698542782,176.89618787250825,3.8397280017791657,80.29830121895552,123.7852016503492,153.95651451677406,18.107346648310006,14.92783392776505,5.342066737943601,5.2092176310064255,4.628065213373551,78.08428491746453
6,unknown,65.05793830060223,160.81668358314147,29.389791226002142,10.848527896712335,96.09381404463116,176.64624136995772,2.8464678827962837,71.83586474874735,131.5893756706781,152.13631719898117,17.22803901388312,13.876362630873704,5.052069873409371,4.946147682104666,4.60305803799902,72.51228667352234
7,unknown,77.16389185295752,162.08368928981096,29.53559292596132,11.052216501362471,79.39834571052825,176.77868915781264,2.807161933411461,72.81189131386238,135.87479975723974,153.1719615721285,7.7895759785599115,10.357612697106406,4.0310853534554925,4.008504035579344,4.237413503244006,60.63592739691247
8,unknown,72.22927708470665,161.2690922437984,30.09022653306682,13.78772490755297,90.22119890280588,177.10870145655278,2.90588762540614,77.0358464592435,133.65683528480164,145.6906136949836,10.693852158993266,15.942304203176855,3.6521510756674544,3.5888209268053,3.850371053886785,54.330763274542164
9,unknown,76.44836451890914,154.90325891479125,30.2679420215853,17.302739052243133,102.70273176331754,177.46356401640745,2.650896474749349,79.75408096375476,132.5142899283584,138.9160107184992,9.67381594036488,14.866885087182009,3.4401793320290643,3.3188560129786864,3.583734654832111,52.01019049720539
10,unknown,74.73796570134178,156.590644571575,30.588565744713613,21.372961802405317,114.81370896143953,177.74697154123638,2.7122834945771106,82.07221811821083,132.29372583769052,137.75059067345674,9.273718590309702,15.78886635295737,3.4851720051950905,3.360020824691032,3.343623838873514,52.999298851035945
11,unknown,87.46676481342135,144.06868349376242,32.212150103070094,26.082200629698214,103.3583050877975,177.900870504993,2.806262664323538,86.40473376637502,127.52840234066623,133.3295281955627,11.288097084017789,20.33362575931378,3.890801311982119,3.6278810179687597,3.4099037308954037,52.38232079209567
12,unknown,104.23604639394493,129.3771276054618,35.645576023426685,33.48209938125582,92.2522613243606,177.89396390028224,2.7113992693939326,85.03013767143587,117.4497013436433,127.44213930683944,16.9952088271211,21.260930156002416,4.303271076472799,4.0845533586311955,3.2930029787977446,52.25087121926375
13,unknown,119.85705848259893,113.8050468046223,39.769251792559686,37.884307478252765,77.99154840439984,177.8899845450845,3.033150293281661,82.07631409267185,107.22730484523618,122.3326409761592,18.57443631094597,21.404625657386624,4.454330020254284,4.27000518236577,3.3009273599959124,53.945034966393024
14,unknown,120.66986591368918,98.42012115854082,42.87708297627007,42.65835153554255,81.5581740137336,177.896828992071,3.0048549224503156,80.68648776433277,97.55040928797067,119.63060183846139,18.180280579813783,21.95012659852823,4.368228608473635,4.210892174269466,3.2579785315224767,61.181449722561524
15,unknown,122.8969466831921,83.2086850255874,45.66799658231469,46.13921741000976,86.64626437333182,177.8088099609992,3.001529873716608,77.96463761851169,85.68938160941282,118.0146975927984,17.92060374553911,20.36573334685998,4.390321125056117,4.219416991707163,3.2843906123026487,69.89555328605125
16,unknown,132.32734544107865,67.04771967116159,47.98312022984949,47.48041007404761,69.245870398743,177.60574172787292,3.0863786912815505,74.18025710178937,73.15680617770579,117.22541502882402,17.120280055632136,20.15465690823887,4.598411261834177,4.434999212415766,3.2312156280784046,72.71667057668063
17,unknown,137.33234119804374,50.83709335616662,50.723387461072996,48.475647128755526,70.2309630190892,177.23646814118945,3.2422221131718443,70.79618138434799,59.52580500804403,114.60363618024057,16.719975256351187,19.276011575316808,5.114969798820478,4.950939363817665,3.5408148252442024,80.89357214984756
