frame_centrale,label,epaule_f,coude_f,hanche_f,genou_f,cheville_f,epaule_nf,coude_nf,hanche_nf,genou_nf,cheville_nf,v_ang_cuisse,v_ang_jambe,v_lin_hanche,v_lin_genou,v_lin_orteil,dist_pied_ballon
5,activation,176.53138596670087,19.56983232403672,70.88297443872057,32.35404339686185,105.56242775383284,171.59638694038614,5.389079426055352,37.98657460063435,27.081145397230284,145.7968464451384,1.7241303694065806,3.842007352560328,1.3956493368989762,1.4157959144785548,1.163444659050629,
6,activation,176.60993055675692,20.064455484360938,69.44073777008649,34.040352368169465,99.75799344439176,172.10445015573413,5.242378935057127,38.38585582660546,27.637164896270537,147.5857570059652,1.665832405555004,3.66445036116388,1.2839930182241983,1.3198164184899486,1.0752333334480009,
7,activation,176.43109640528843,21.30724777441471,68.74812071660077,35.20677689126725,92.52344632619622,173.19007825714604,5.393038150184439,38.46359657276498,27.245700130357758,147.8919684330714,1.3442919257433936,3.15485262682609,1.2504194794599224,1.302573762857653,1.169098073782059,
8,transfert,176.52959818741945,22.518829281135258,68.47817332096324,36.003629410144725,83.19975493280234,174.59472922120182,5.251118294263483,38.63894581209477,26.33990480474096,146.3787529706408,1.441900418913678,2.640522067122068,1.2051534209816634,1.256515431134051,1.1979633831550232,
9,transfert,176.51780910476836,23.789900292305184,69.36196806445528,36.501632454562845,75.32892942401159,175.4508770732637,5.114300982252843,38.79794544837668,25.42547869160708,144.0243759972769,1.4255508158657926,2.6491528546391505,1.0018457412579271,1.0206552923991905,1.2619941037626776,
10,transfert,176.38257083001085,25.03184858038251,71.04142062059326,36.44964858014369,73.98464674985877,175.97888371491587,4.734432292278389,38.91212077811377,24.680944783200204,135.9889065542507,1.380726509320965,2.479260649912137,0.8378715727228048,0.8149067468450852,1.4015091181140662,29.37842345238605
11,transfert,176.4226635422138,26.218545503959437,73.24829278862242,37.201796843722455,82.08062690246706,176.16861969486956,4.678127683505567,38.73087632983106,23.5440839292806,127.6078492875058,1.6761462873407502,2.871587595424875,0.928048891294085,0.9343667949114334,1.6634474400637402,27.78918898355763
12,transfert,176.81167456679643,27.714761506657936,75.45409025073877,39.01127616088242,89.98391149458146,176.1206296109729,5.1345490129298055,38.942879609137385,23.648332873322907,117.30495298223482,1.9876098010789307,2.743715113065753,1.0467802606275942,1.0192382210801332,1.6944313623130018,28.62227524359982
13,impact,176.4802348414891,32.67785767622074,77.83564495564268,41.81003339256283,96.15186052169751,175.71980568272903,6.914775272412962,39.63456801385702,22.773768736633883,103.33008572915509,2.467294926492248,2.8604365640216893,1.031478768893093,0.9751423758334428,1.8931521075421205,29.9691835360941
14,impact,176.60471982160504,37.506195217414,78.297950004259,42.98189312872927,100.20322258577286,174.50562185526093,8.928652980305776,40.10294818845237,20.254566345253487,88.99447715443848,2.690603156616541,4.149356293901573,1.1049732249207758,1.0588662433275744,1.8760780359407296,32.114219672049025
