frame_centrale,label,epaule_f,coude_f,hanche_f,genou_f,cheville_f,epaule_nf,coude_nf,hanche_nf,genou_nf,cheville_nf,v_ang_cuisse,v_ang_jambe,v_lin_hanche,v_lin_genou,v_lin_orteil,dist_pied_ballon
5,transfert,122.47623415583396,77.75932514122695,64.25050944900072,47.914579274436505,110.181516985017,178.80116467192337,2.912573031933049,128.2382202167053,104.23105062088794,127.25300355458548,32.10029091300553,25.371580814776607,8.753500701460991,8.410684623223856,10.135966636969108,113.75420988176604
6,impact,119.76043348495234,87.24256635093778,76.69426244897146,57.67771639254831,108.00228157948882,178.79112299368137,4.37166443589202,119.8139079024834,106.4640946548429,129.43118780105723,30.995606735707497,25.904245342647748,8.21158071772523,7.873123168553557,9.338503172720644,110.93489425031729
7,impact,132.11518035463945,80.09167267746928,86.72118642937211,68.32182257862311,108.52548664097696,178.96000156683968,5.636975224723822,116.13847678435596,102.18345048348856,130.8892581805627,26.77517819878553,19.39055713733848,7.020397508583313,6.870194288485014,8.753696143383811,116.36672608206132
8,impact,126.94479160957012,81.61269020840425,91.10453885091268,81.9337244206253,104.95513254301896,178.86579060861345,7.241870845171405,110.73545185553608,106.17977172899464,125.34630139292372,25.047584388093075,13.633955151572328,6.423563441206994,6.055571914285514,8.1627196427476,124.35469979137828
9,impact,127.64771413557574,80.54710674381332,94.67958990647088,92.75863980835872,111.05498466827652,178.38486666070563,7.313498815769284,112.4550791474714,108.7274528184515,125.36410573348516,32.17023660884828,12.429255933573032,5.557204155172921,5.067708653075151,7.435618281913539,136.10515758859552
10,impact,132.18098942676403,75.49461057757954,96.9506146530708,95.9760567107677,109.58786179987342,177.86332870577948,7.375373982458652,103.56225824252505,107.12501091286032,127.19900059476178,38.46075557128362,16.57937892862101,5.339051213436227,4.720870665080137,6.747362563675708,152.28344284415977
11,impact,132.58003309128327,77.23732785721135,98.6910531132028,96.89277020712824,108.98785852210784,177.82060962390565,7.785720214539206,98.80905613469707,111.70928337440004,134.69989474323864,39.47467590015921,21.99810162154109,5.097094379170396,4.5702812332872185,6.258283922591192,170.10667532927863
12,suivi,150.39175236983925,61.5691356106755,99.0776345016222,92.923478095371,98.63664997746967,177.59835431246125,7.912144642323246,94.07686399685444,104.15769794271368,137.4002861309679,39.4536659301739,26.332510780177564,4.727920985296527,4.206519297105714,5.816567448296892,171.2823531940277
13,suivi,155.82326930932624,54.476074890342055,96.48301524391424,83.12221941363461,89.63338914937462,177.29634529035923,8.003211791413326,86.82892789314533,96.22201459137976,139.7258150025261,38.34659765381564,25.94841286052999,4.525429862028791,3.997290051267803,5.358920314059116,185.0533144019458
14,suivi,158.36799704047917,50.467592739498016,89.93830361407505,68.96800447533585,76.59547958729515,177.0835289730314,8.041397856418442,79.02196356212696,87.57822118608814,139.62876644872915,37.78756942650636,25.240302806572316,4.697071421168586,4.155842223405257,5.334868611981593,195.5838725358924
15,suivi,162.51397499304042,37.67635193989064,77.09404571533764,61.92497204965217,61.61893981532573,176.82870247911077,6.74394080098584,77.1171566704411,79.5571182196391,136.1153257493352,32.13655640603616,24.947182487208355,4.787962212343608,4.373486542142646,4.993889121003119,203.43972337756952
16,suivi,166.3543384313123,25.71443954311713,65.21218254537355,54.03693836372065,46.156557354920125,176.75065309143557,5.249458611996865,76.90722949825889,74.2102733133445,133.44094585407305,30.44167668653252,22.27292442705392,4.87603383820154,4.490292788261882,5.076562725304233,208.97652407808943
17,suivi,169.9291461243692,16.018650392997678,56.41077462380862,45.419922663335925,29.646909307147343,176.60349963664964,3.923024544628487,76.54200273868437,68.05729327614348,129.47760006083095,30.286377099140232,21.751098624916143,5.1180089072761366,4.719550521698581,5.058543834076488,208.41905561128775
18,suivi,175.63537083491275,15.137508129183564,53.46073902774806,34.20344131096776,23.26113613985118,176.58815523616772,2.0633411071768704,74.10716569014875,60.63508595790681,135.19130835768215,28.316515762226253,20.499962474857558,5.254526989840086,4.957746699607569,4.767420475939175,208.94807707763889
19,suivi,177.68718127340438,13.58706814666914,51.57824324490533,25.91499784857026,17.158648004677733,176.83017603048236,2.228917050118837,61.42670985013427,52.50343016984116,136.37176549675536,19.924834091375903,21.20941094468652,5.539666843220347,5.35502061549272,4.70177844720537,209.9695880284365
20,suivi,178.35422475833926,12.986053985762476,50.4200172741722,24.28193070455701,19.2047523874137,177.10688411902552,2.4027660834150404,56.805205171274565,48.811103122038446,137.08312861614462,11.865882930221128,16.770082204423584,5.368981643868535,5.270146886082829,4.458290821095713,211.6727836008638
21,suivi,178.26432615555234,11.967298559077884,49.830157885558656,24.0333993512679,19.907115271908303,176.91572455601218,2.6390559240958926,49.5261566742231,38.83691990682321,132.875115517709,9.369887622418922,11.446501311785209,5.088178953538607,4.90348671538584,4.341892532802657,214.10750066916
22,suivi,177.48684861880463,13.37580798851727,49.969515445197935,24.52633712314884,19.637238852138417,176.99325010321277,3.040141636548449,48.33550519494428,37.10669879818919,134.2383621503262,3.939254019299788,3.220196366503926,4.479779082890275,4.434887864258905,3.8477008631470966,217.15854382486287
23,suivi,176.61821236112797,15.71782784031075,50.28143932811277,25.006178484931237,18.12645426021117,177.04975457578217,3.789448645641487,47.81876186224408,34.75172865991489,133.98107860610904,3.265345872721169,3.359476103088542,4.389873900695397,4.356740188715388,3.443870721113896,217.9938920232793
24,suivi,175.81060313004585,18.03022734088957,51.243057656286,25.84871931181605,17.25262706894706,177.11811449078823,4.514524249056103,46.46497412578823,32.19105432979282,136.01491367638917,2.4805490543595594,3.153771911240789,4.256123731817992,4.258034459512432,3.052073032106459,219.19401404989412
25,suivi,175.15874584148497,20.72392306439637,52.85423403465309,26.854942308628814,17.885379973699266,177.2309149561373,5.29151135595784,44.73332417054502,29.137076746910715,134.29635487990666,2.6072668542846023,3.317505044522226,4.336142858335808,4.377139312107275,2.716592157862494,221.1457148921617
26,suivi,174.39424737246514,23.226080264362555,54.46393977345315,27.88558593468793,19.853725558316203,177.14192667128162,6.094875259818513,43.51919334739458,26.621742145035665,131.77576938639783,2.303855597379626,3.065018927140559,4.2124095075870525,4.267366464218515,2.615853958762492,224.10728655326477
27,suivi,173.82656240011747,25.30925197323344,56.01897831339509,28.77865427400956,21.68081075935389,177.1659338124833,6.827102076314579,42.06480680118695,23.961132839051302,128.39702281315266,2.3262578360489443,3.2102936312498778,4.079388596432774,4.143020821072343,2.55093845908666,227.33628646240777
28,suivi,173.2492724140546,27.209965840826943,57.09654944810213,29.46832318611957,20.800437388672016,177.042450249327,7.626255750930551,40.6702958879426,21.21284469924117,124.76461648075394,2.2863845169650703,3.2979724650756403,3.847999772055138,3.904617115860584,2.543993537359047,230.54719595956428
29,suivi,172.82269376812894,28.607838320526596,58.01212309765757,30.08281946673556,20.05791915275617,177.11408282052477,8.007737741990223,40.18165725879954,19.218505108619475,120.94789768849763,1.3805122328637842,2.544023915887215,3.530085993702232,3.5881327557838256,2.469931373955924,233.80809847152307
30,suivi,172.57813845951773,29.61922476601027,59.14353978061968,30.95666516186588,18.9785365344514,177.21107340919815,8.137768797240875,40.01010139341848,18.063350831378543,117.91649634882586,1.063429469101773,2.1474344647465444,3.425447682438884,3.472260632684437,2.5060241610751075,237.23765808921135
31,suivi,172.5238989576742,30.07013763977431,60.52027573801208,32.04859807322788,20.557724577299005,177.34538401188155,8.016932694232242,39.73474650183164,17.380841283583734,115.29669226982756,1.1672284953075651,1.674789735300426,3.4801087643602444,3.537408337784833,2.54647993137802,240.0576575807837
32,suivi,172.06150924611157,30.59212386902228,62.167186713556326,33.19617945331639,23.473218633396502,177.65756138097112,7.520353172659455,39.22202436526373,16.637582044798872,112.58728613461274,0.9298612503265068,1.7178822649905243,3.461794422609441,3.5491758219807097,2.532331752802004,
