frame_centrale,label,epaule_f,coude_f,hanche_f,genou_f,cheville_f,epaule_nf,coude_nf,hanche_nf,genou_nf,cheville_nf,v_ang_cuisse,v_ang_jambe,v_lin_hanche,v_lin_genou,v_lin_orteil,dist_pied_ballon
5,activation,71.65142581222477,119.3175319370088,36.029622568115606,6.23695999356964,173.46676801037796,178.99141903275802,1.033331305911014,99.03636776022245,129.92184002758407,149.35408699968738,12.325217972408028,11.490209818286104,2.426844973960929,2.432642317618676,2.9412251516148173,77.46388609401023
6,activation,78.71821708079374,112.87214624305452,37.13399312872258,6.235177786862789,172.83380566508546,178.98037256044304,0.7817908630917446,103.7440442428486,130.7580474521754,149.09514285190772,13.3846761214815,13.145102387664815,2.4055950533641086,2.436929940993999,2.8314091972125333,69.8632494798955
7,activation,90.89778266973012,103.17170353725064,38.50494910584149,6.404594291478928,169.62030842423553,179.07070534233756,0.9324495098335632,106.55097531745086,130.66076543589008,147.09849835666526,15.23168272866224,12.21161294678817,2.5441572759303104,2.5901522852543484,3.048143832494538,62.330787532178405
8,transfert,99.8307238489644,95.58387955994472,39.62854958381039,5.988549244272026,160.42206388613715,179.1574245975508,1.0310898342610944,109.3257189188193,130.00235590193984,144.24882648817942,15.199495255428378,11.671771077123172,2.505358218498559,2.5479498899427133,3.015108506103946,54.390000013173264
9,transfert,108.51441602893183,87.46054138347688,40.85236445789197,5.778275713775348,148.11071168791622,179.15934129533684,1.2303036932263471,111.91323073112778,129.42144994435984,141.53898933317708,15.012263466368424,11.594267500752958,2.505464678292146,2.5472541899693466,3.1545431243496065,49.91404939972157
10,transfert,118.35333016284171,77.557639622312,42.21562958210013,9.906997637674197,139.15925908939232,179.19559761087166,1.2918065793098372,119.56589183775868,125.92147384522286,139.12755723331824,19.838230583610503,13.785846973636314,2.426232319357298,2.469859640242334,3.1606187161053274,45.1881634874206
11,transfert,110.87964466023962,86.03707328842191,42.58989772976797,15.42026033224406,132.7265111649332,179.1349701137951,1.6817527594378263,119.70168456211692,127.18922164110064,138.19835394491355,22.81238895487685,14.685440839057016,2.5930995375901977,2.584284688085879,2.899073641615862,39.95126626378916
12,transfert,120.95935084900184,73.13959829640694,43.06456730890617,20.42196432934181,126.54609707840862,178.8645503386137,2.0110799679847333,123.76227274460776,124.76686742434654,134.84751642515832,23.026003671425094,13.402453600758005,2.675420042543476,2.69588208021445,2.8114022774535106,34.357546900539425
13,transfert,109.13450180120088,82.4485071987522,42.72554214871316,24.322283149432188,119.9854384756391,178.6401973303895,2.252439385789252,118.19317741789894,126.44142811174572,131.3715690440148,26.8626693796004,14.83244252789354,2.8583348827681485,2.819458488801259,2.740588753333953,29.73079881251391
14,impact,102.93045702991996,89.11475623066858,42.546508573867314,26.92094028149421,104.00040492324432,178.73419701598752,2.2615032542376787,115.70240210827404,128.22465533118006,128.33245751001365,25.21435267649368,14.9411090599287,2.7350512664076647,2.706015100933841,2.661125821599682,28.874819612946773
15,impact,97.80727594385974,97.22569677223493,42.935915249604086,30.789190031329145,89.46443938580475,178.6591740940309,2.458410124725594,111.86136861079976,131.698602948347,126.82164722467446,25.66805112589572,16.63182945766131,2.762550546636865,2.7080662644180133,2.8595198358699667,31.75970469974692
16,impact,81.31413551596623,111.89686939736336,43.18883226593066,38.16718669334243,80.36020611118919,178.64462244426815,2.339877766470836,106.9182411636132,133.83928662633966,128.320778984899,24.565957176183424,17.96509339683562,2.689024753906876,2.6416442371435247,2.9477988719865453,32.937101125369
17,impact,84.89475180701177,108.29779462567042,43.50123788848083,39.19935583948727,73.94869497958541,178.46245460727056,2.4167099779806502,107.6230719984564,134.18395102043502,130.156628365928,26.466163443008565,17.89079967337535,2.5645452345484534,2.54120881823163,2.7317861337603024,34.25918392857852
18,impact,92.44306521828688,100.19456849993644,44.033653119678746,40.17321688352127,72.93462227616209,178.11113723254482,2.5340070588229744,113.5135829298013,131.85843440316836,132.52150133723336,31.65184353951031,20.560980684737405,2.515420178112394,2.5040855910226494,2.7557135371358554,38.55880414084027
19,impact,98.28658048356412,94.24100885417604,45.55759624236235,41.61866379136206,79.5446144884612,177.85211861892105,3.00194911247637,107.8726569715632,123.49736239636871,135.34938818402355,42.206314249898696,26.596536074270308,2.619977429705642,2.564829457245323,2.842816639797789,37.078576615767865
